Date,Open,High,Low,Close,Adj Close,Volume
2019-09-27,138.059280,138.709366,136.118546,136.940720,118.043243,2465213
2019-09-30,137.409180,140.124283,137.409180,139.024857,119.839767,4171866
2019-10-01,139.187378,140.869980,137.227539,137.342255,118.389374,3096997
2019-10-02,135.936905,136.013382,134.388138,135.458893,116.765907,3494477
2019-10-03,135.391968,135.822174,133.059280,135.774384,117.037865,3063525
2019-10-04,135.812622,136.768646,134.827911,136.701721,117.837219,2524626
2019-10-07,136.003830,136.424469,135.009567,135.066925,116.428040,2538119
2019-10-08,134.072662,134.292542,132.170166,132.294449,114.038155,3373768
2019-10-09,133.623322,134.158707,132.686417,133.527725,115.101257,2741357
2019-10-10,133.623322,135.544937,133.422562,134.923523,116.304413,2713010
2019-10-11,136.491394,138.145309,136.338425,136.481842,117.647705,3134653
2019-10-14,136.051620,136.166351,135.105164,135.793503,117.054337,2415737
2019-10-15,136.271515,137.399612,135.573608,136.711288,117.845474,3164673
2019-10-16,136.223709,136.663483,135.172089,135.860428,117.112030,5577900
2019-10-17,129.063095,130.019119,127.065010,128.355637,110.642899,16484751
2019-10-18,128.317398,128.575531,126.434036,128.193115,110.502777,7507665
2019-10-21,126.778206,127.246651,125.143402,126.749519,109.258415,6596181
2019-10-22,126.720840,128.154877,125.822182,128.068832,110.395668,4353034
2019-10-23,127.648186,128.652008,126.864243,128.470367,110.741791,3777001
2019-10-24,128.900574,129.130020,127.437859,128.173996,110.486305,2718031
2019-10-25,128.221802,129.952194,128.202682,129.483749,111.615326,2697739
2019-10-28,130.019119,130.621414,129.493301,129.990433,112.052086,3374501
2019-10-29,129.464630,129.608032,127.571701,127.934990,110.280281,4352092
2019-10-30,127.944550,129.330780,127.342255,129.302109,111.458748,2356638
2019-10-31,129.168259,129.302109,127.370934,127.848946,110.206123,3569057
2019-11-01,128.585083,129.598465,128.193115,129.569794,111.689491,3231931
2019-11-04,130.248566,131.682602,130.238998,131.615677,113.453049,3488828
2019-11-05,131.739960,132.657745,131.577438,131.826004,113.634354,3153690
2019-11-06,131.931168,132.676865,131.500961,132.676865,114.367798,4683256
2019-11-07,131.806885,133.021027,131.529633,131.634796,114.809731,4261195
2019-11-08,131.529633,131.558319,130.172089,131.558319,114.743019,2383206
2019-11-11,131.166351,131.166351,129.063095,129.512421,112.958633,2686128
2019-11-12,129.894836,130.650101,129.082214,129.627151,113.058693,3186639
2019-11-13,129.435944,129.617584,127.963669,128.565964,112.133148,3052646
2019-11-14,128.231354,128.422562,127.466537,128.107071,111.732895,4425940
2019-11-15,128.479919,129.177826,128.135757,128.489487,112.066437,3412575
2019-11-18,128.393875,128.565964,127.370934,128.403442,111.991379,3358078
2019-11-19,128.948380,129.426392,128.546844,128.604202,112.166496,3132770
2019-11-20,128.164429,128.546844,126.912048,127.342255,111.065842,4328557
2019-11-21,127.533463,128.269592,127.131927,127.954109,111.599487,3499184
2019-11-22,128.288712,128.728485,127.715103,128.432129,112.016411,3449185
2019-11-25,128.556412,130.019119,128.441681,129.990433,113.375526,2709245
2019-11-26,130.162521,130.162521,128.843216,129.149139,112.641769,3967687
2019-11-27,129.397705,129.741867,127.743790,127.887192,111.541122,3431821
2019-11-29,127.724663,128.604202,127.179733,128.537292,112.108116,1909264
2019-12-02,128.537292,128.585083,126.653923,127.065010,110.824043,3208187
2019-12-03,126.195030,126.615677,124.942642,126.309753,110.165298,3810055
2019-12-04,127.017204,127.801147,126.156792,126.185471,110.056900,3692380
2019-12-05,127.141495,127.380501,125.841301,126.108986,109.990204,3760788
2019-12-06,126.912048,128.001907,126.864243,127.361374,111.082512,3595625
2019-12-09,127.485657,128.671127,127.399620,128.030594,111.666191,3105051
2019-12-10,128.030594,128.910141,127.686424,128.021027,111.657852,3640498
2019-12-11,128.212234,128.594650,127.791588,127.877632,111.532784,4135152
2019-12-12,127.820267,129.694077,127.782028,129.369019,112.833549,5046009
2019-12-13,128.824097,129.541107,128.116638,128.307846,111.908005,2651610
2019-12-16,129.005737,129.493301,127.963669,128.231354,111.841293,3189463
2019-12-17,128.374756,128.766724,127.590820,128.317398,111.916336,3040931
2019-12-18,128.632889,129.063095,128.250473,128.499039,112.074768,3244483
2019-12-19,128.546844,128.804977,128.288712,128.642441,112.199837,4044359
2019-12-20,129.770554,130.420654,129.015289,129.627151,113.058693,7438943
2019-12-23,129.808792,130.162521,129.063095,129.588913,113.025330,2932147
2019-12-24,129.646271,129.655838,128.690247,129.043976,112.550049,1257397
2019-12-26,129.043976,129.359467,128.728485,128.977051,112.491684,2227666
2019-12-27,129.063095,129.780121,128.938812,129.321228,112.791870,2878801
2019-12-30,129.254303,129.349899,126.673042,126.969406,110.740646,4308369
2019-12-31,126.701721,128.221802,126.577438,128.145309,111.766243,3951265
2020-01-02,129.063095,129.942642,128.843216,129.464630,112.916939,3293436
2020-01-03,127.695984,128.929260,127.686424,128.432129,112.016411,2482890
2020-01-06,127.552582,128.336517,127.342255,128.202682,111.816292,2537073
2020-01-07,127.810707,129.024857,127.533463,128.288712,111.891312,3232977
2020-01-08,128.594650,129.885284,128.030594,129.359467,112.825203,4545916
2020-01-09,129.770554,130.774384,129.359467,130.726578,114.017570,3902208
2020-01-10,130.975143,131.806885,130.315491,130.678772,113.975883,3405148
2020-01-13,129.521988,130.630981,129.130020,130.592728,113.900856,3693426
2020-01-14,130.286804,131.108994,129.588913,129.847031,113.250450,3850326
2020-01-15,130.019119,131.988525,129.741867,130.611862,113.917526,4232011
2020-01-16,131.281067,132.112808,130.984711,131.912048,115.051537,4519661
2020-01-17,130.535370,132.246658,130.172089,132.227539,115.326698,5881972
2020-01-21,131.749527,133.221802,131.548752,133.049713,116.043793,7577329
2020-01-22,137.017212,139.378586,136.281067,137.562134,119.979446,17228038
2020-01-23,137.858505,138.059280,135.898666,136.587006,119.128967,5918059
2020-01-24,137.084137,137.590820,134.282990,134.378586,117.202820,5836889
2020-01-27,132.409180,133.910141,132.026764,132.523895,115.585190,4358264
2020-01-28,133.365204,134.292542,132.648178,133.412994,116.360634,3610374
2020-01-29,133.049713,133.441681,131.548752,131.634796,114.809731,3194275
2020-01-30,130.745697,130.946457,129.034424,130.755264,114.042595,5290563
2020-01-31,136.615677,137.715103,134.598465,137.409180,119.846062,19868352
2020-02-03,137.906311,140.803055,137.571701,139.837479,121.963974,9295488
2020-02-04,141.281067,142.810699,140.420654,142.552582,124.332031,5879566
2020-02-05,143.604202,150.516251,143.546844,149.455063,130.352249,15048593
2020-02-06,149.923523,151.768646,148.585083,149.866150,130.710815,8786923
2020-02-07,147.753342,148.699814,146.195023,146.663483,129.253220,6718876
2020-02-10,146.242828,147.648178,144.913956,147.638626,130.112625,5480831
2020-02-11,148.298279,148.393875,146.013382,146.730408,129.312195,4011515
2020-02-12,146.988525,148.757172,146.768646,148.479919,130.854034,4641939
2020-02-13,147.581268,148.021027,146.663483,147.523895,130.011505,3996452
2020-02-14,147.629059,147.762909,143.183563,144.072662,126.969948,6379763
2020-02-18,143.202682,144.722748,143.059280,144.455063,127.306992,3496778
2020-02-19,144.875717,145.210327,143.699814,144.225616,127.104774,2858613
2020-02-20,144.177826,144.952194,142.934998,144.569794,127.408081,3013003
2020-02-21,144.397705,144.397705,142.294449,143.250473,126.245392,3699597
2020-02-24,139.110901,141.539200,138.986618,139.990433,123.372330,5703210
2020-02-25,140.066925,140.602295,135.047806,135.478012,119.395576,6497229
2020-02-26,136.615677,137.724670,133.460800,133.604202,117.744209,5656663
2020-02-27,131.204590,132.590820,127.160614,127.256210,112.149765,8808471
2020-02-28,124.263863,125.325050,120.803062,124.426384,109.655869,13607832
2020-03-02,125.000000,128.527725,122.323135,128.393875,113.152397,8923844
2020-03-03,128.565964,130.114716,122.179733,123.231361,108.602699,8259321
2020-03-04,125.793503,128.374756,123.326958,128.317398,113.084984,5226234
2020-03-05,124.760994,126.472275,122.801147,123.852776,109.150368,5696725
2020-03-06,121.128105,122.686424,119.043976,122.112808,107.616936,8570192
2020-03-09,114.875717,117.026772,112.122368,112.629066,99.259010,11252345
2020-03-10,117.380501,119.388145,110.669212,119.282982,105.123032,11935592
2020-03-11,115.688339,117.189293,111.261948,112.782028,99.393814,8835039
2020-03-12,104.827919,104.971321,97.782028,98.288719,86.620979,13088284
2020-03-13,103.900574,104.359467,96.376671,103.202675,90.951607,13077197
2020-03-16,93.690247,102.686424,90.822182,94.722755,83.478317,11054128
2020-03-17,96.185471,102.676865,92.829826,101.959846,89.856316,9684182
2020-03-18,95.038239,102.227531,95.028679,98.996178,87.244446,9176035
2020-03-19,97.829826,99.130020,93.919693,95.927345,84.539917,8782739
2020-03-20,96.481834,96.548759,90.544930,91.195030,80.369370,11031639
2020-03-23,90.439774,93.441681,86.577438,90.602295,79.846992,10176952
2020-03-24,95.592735,101.376671,94.894836,100.841301,88.870552,8340699
2020-03-25,100.841301,107.533463,98.307838,101.195030,89.182281,9052084
2020-03-26,102.208412,108.173996,100.927345,107.925430,95.113731,7482561
2020-03-27,103.804970,106.596558,102.915871,103.279160,91.019005,6718458
2020-03-30,103.336517,108.470360,103.068832,107.963669,95.147415,5820467
2020-03-31,107.074570,108.804970,105.325050,106.051628,93.462349,6635092
2020-04-01,101.682602,105.086044,99.923515,100.516251,88.584091,6394093
2020-04-02,100.736137,105.468452,100.516251,105.162521,92.678802,6619820
2020-04-03,104.130020,105.229446,100.305923,101.663483,89.595131,4747585
2020-04-06,105.497131,110.544930,105.286804,109.770554,96.739822,7357773
2020-04-07,113.575523,114.311661,109.818359,109.885277,96.840919,5852684
2020-04-08,111.195030,114.684509,110.009560,114.043976,100.505951,5395896
2020-04-09,115.181641,117.514343,114.885277,116.156792,102.367966,5832705
2020-04-13,116.281075,116.443596,112.848946,115.822182,102.073059,5355206
2020-04-14,118.030594,119.674950,117.227531,118.460800,104.398453,5322780
2020-04-15,113.881454,114.904396,111.625237,113.470360,100.000427,5896616
2020-04-16,113.776291,114.483749,109.388145,110.640533,97.506516,6754650
2020-04-17,114.053535,115.095604,112.734222,114.837479,101.205261,5194436
2020-04-20,113.910133,117.456978,112.944550,115.114723,101.449577,8558058
2020-04-21,108.986618,111.998085,107.131927,111.625237,98.374336,15009054
2020-04-22,114.598473,115.038239,112.380501,114.063095,100.522804,7412479
2020-04-23,114.311661,117.619499,113.881454,116.013382,102.241570,7198154
2020-04-24,117.026772,119.502869,115.449333,119.235184,105.080910,5215251
2020-04-27,120.038239,121.405357,119.952202,120.382408,106.091957,5150295
2020-04-28,122.399620,122.562141,119.866158,120.717018,106.386848,4997893
2020-04-29,123.212234,123.623329,121.921608,123.030594,108.425774,5499450
2020-04-30,120.956024,121.673042,119.713196,120.038239,105.788651,6941047
2020-05-01,117.772469,118.040154,116.051628,116.510513,102.679695,5152073
2020-05-04,115.506691,116.606117,114.139580,116.328873,102.519600,4202723
2020-05-05,117.963669,118.852776,117.084129,117.189293,103.277893,4078772
2020-05-06,117.820267,118.594643,117.026772,117.753349,103.774979,4042372
2020-05-07,117.571701,117.839386,115.535370,115.898659,103.510284,4615580
2020-05-08,117.275337,117.810707,115.736137,117.581261,105.013046,5232615
2020-05-11,116.453156,118.021034,115.363289,117.198853,104.671509,3697924
2020-05-12,117.600380,118.852776,114.971321,114.971321,102.682083,5004587
2020-05-13,114.674950,114.713196,109.799232,110.640533,98.814194,6153409
2020-05-14,109.531548,111.940727,106.892921,111.806885,99.855881,5501332
2020-05-15,110.831741,112.227531,110.181641,111.835564,99.881493,5006470
2020-05-18,114.608032,116.978966,114.483749,116.214149,103.792061,4399162
2020-05-19,115.860420,116.797325,114.856598,115.000000,102.707695,3390191
2020-05-20,115.611855,117.084129,115.296364,116.042068,103.638374,4017372
2020-05-21,115.669212,116.367111,113.738052,113.881454,101.708694,4184941
2020-05-22,114.120461,114.216064,112.418739,113.183556,101.085411,4373117
2020-05-26,115.965584,117.227531,115.688339,116.405357,103.962830,5720888
2020-05-27,118.489487,120.296364,118.040154,120.019119,107.190331,5990965
2020-05-28,121.290634,121.386230,118.757172,119.053535,106.327950,4095404
2020-05-29,118.231361,119.627151,116.864243,119.407265,106.643860,8294675
2020-06-01,119.158699,120.219887,118.575523,119.397705,106.635330,3003798
2020-06-02,120.143402,120.458893,119.177818,120.458893,107.583076,3115093
2020-06-03,121.558319,123.900574,121.414917,123.374763,110.187286,4097914
2020-06-04,122.160614,123.279160,121.434036,123.221794,110.050659,4042581
2020-06-05,128.001907,128.326965,125.956024,126.252388,112.757309,6163764
2020-06-08,126.453156,129.904404,126.453156,129.780121,115.907967,5617543
2020-06-09,127.648186,127.724663,125.258125,126.070747,112.595085,5641706
2020-06-10,126.338432,126.414917,124.091782,124.158699,110.887421,4952601
2020-06-11,120.487572,120.554497,112.657745,112.820267,100.760948,12304726
2020-06-12,115.917786,117.705544,114.034416,116.548759,104.090897,6506434
2020-06-15,113.948372,116.988525,113.087952,116.300194,103.868904,5385959
2020-06-16,119.502869,121.892921,117.743790,119.646271,106.857323,5864608
2020-06-17,120.296364,120.697899,117.973228,118.690247,106.003479,3302013
2020-06-18,117.590820,118.929253,116.950287,118.699806,106.012024,2997208
2020-06-19,120.621414,121.242828,116.873802,117.084129,104.569038,8471554
2020-06-22,116.749519,117.112808,115.229446,115.745697,103.373680,4993081
2020-06-23,116.644356,117.495216,113.986618,114.158699,101.956322,6937700
2020-06-24,113.116638,113.116638,110.783936,111.300194,99.403343,7061546
2020-06-25,111.625237,113.967499,110.994263,113.795410,101.631859,6412608
2020-06-26,113.059273,113.757172,111.147224,112.036331,100.060814,11244605
2020-06-29,112.791588,114.512428,112.208412,114.483749,102.246613,4350837
2020-06-30,113.948372,115.869980,113.766731,115.458893,103.117531,4099797
2020-07-01,114.980881,115.898659,113.164436,113.326958,101.213478,4869967
2020-07-02,114.426384,116.080307,114.015297,114.435944,102.203926,3919362
2020-07-06,115.917786,116.491394,114.206497,114.904396,102.622307,4231488
2020-07-07,113.766731,114.254303,112.170174,112.409180,100.393806,4474893
2020-07-08,112.868073,113.422562,111.357552,112.533463,100.504807,5431669
2020-07-09,112.810707,112.810707,110.133842,110.621414,98.797127,4982098
2020-07-10,110.420647,113.355644,110.219887,113.145317,101.051254,4482842
2020-07-13,114.512428,115.669212,113.441681,113.957932,101.777000,4864632
2020-07-14,113.403442,115.573616,112.734222,115.296364,102.972374,4742982
2020-07-15,117.017204,118.508606,116.778206,117.590820,105.021576,4679176
2020-07-16,117.284897,119.005737,116.787766,118.556404,105.883957,4530121
2020-07-17,118.919693,120.105164,117.782028,119.608032,106.823174,4167892
2020-07-20,120.525810,121.481834,119.636711,120.812622,107.899010,10384374
2020-07-21,125.391968,126.357552,120.267685,120.516251,107.634308,16063004
2020-07-22,120.363289,123.776291,120.267685,123.011475,109.862823,8572388
2020-07-23,123.422562,123.680687,121.558319,121.730400,108.718681,4414225
2020-07-24,120.917786,122.036331,119.980881,120.258125,107.403770,3693531
2020-07-27,119.369026,120.764816,119.225624,120.659653,107.762383,3905136
2020-07-28,120.286804,120.783936,118.690247,118.996178,106.276718,4370397
2020-07-29,119.082214,120.449333,118.613770,119.808792,107.002472,2963109
2020-07-30,118.269600,118.451241,116.290634,117.495216,104.936195,4171553
2020-07-31,117.313576,117.581261,115.764816,117.533463,104.970352,5519847
2020-08-03,118.068832,118.938812,116.778206,118.843208,106.140106,3688301
2020-08-04,118.374763,120.325050,118.374763,120.305923,107.446465,3625541
2020-08-05,121.156792,121.175911,119.130020,119.933075,107.113464,3786102
2020-08-06,119.502869,120.707458,119.502869,120.573616,107.685539,3574287
2020-08-07,118.068832,119.569794,117.791588,119.464630,108.092102,3818946
2020-08-10,119.904396,121.644356,119.674950,121.520073,109.951866,4150842
2020-08-11,123.097511,124.732315,121.042068,121.175911,109.640472,5231255
2020-08-12,121.998085,122.170174,120.344170,121.128105,109.597221,3692066
2020-08-13,120.420647,120.831741,119.282982,119.531548,108.152649,3317180
2020-08-14,118.738052,120.038239,118.460800,119.760994,108.360245,3099716
2020-08-17,119.741875,120.066925,118.938812,118.967499,107.642296,3514665
2020-08-18,119.502869,119.980881,118.776291,119.426384,108.057495,3014990
2020-08-19,119.340347,119.980881,118.068832,118.393883,107.123283,3916119
2020-08-20,117.782028,118.585083,117.409180,117.734222,106.526413,2679015
2020-08-21,117.600380,118.049713,116.931168,117.743790,106.535072,3540815
2020-08-24,118.346077,120.516251,117.934990,120.152962,108.714905,4258057
2020-08-25,120.458893,121.242828,119.015297,119.158699,107.815300,3114674
2020-08-26,119.455070,119.617592,118.499046,118.709366,107.408730,3544162
2020-08-27,119.120461,119.598473,118.527725,119.168259,107.823944,3580144
2020-08-28,119.464630,119.789673,118.757172,119.569794,108.187256,3242182
2020-08-31,119.741875,119.741875,117.619499,117.887192,106.664833,5049983
2020-09-01,117.447418,118.499046,116.778206,117.973228,106.742683,3300444
2020-09-02,118.279160,123.040154,118.145317,122.543022,110.877441,6895650
2020-09-03,122.552582,124.235184,118.212234,118.977058,107.650955,5979773
2020-09-04,118.881454,119.837479,115.908218,116.921608,105.791168,6295037
2020-09-08,116.787766,117.466537,115.401527,115.879539,104.848297,5449974
2020-09-09,116.759079,118.260040,115.956024,116.883362,105.756561,3944152
2020-09-10,117.141495,118.145317,114.952202,115.258125,104.286034,4161406
2020-09-11,116.051628,117.304016,115.420647,116.118546,105.064529,3711313
2020-09-14,116.978966,117.954109,116.405357,116.720840,105.609512,3809009
2020-09-15,117.418739,117.973228,116.864243,117.055450,105.912262,3049299
2020-09-16,117.313576,120.286804,117.313576,118.757172,107.451988,3962666
2020-09-17,117.227531,120.028679,116.606117,119.426384,108.057495,3317180
2020-09-18,118.795410,119.426384,117.256210,117.361374,106.189072,5639614
2020-09-21,115.181641,115.391968,113.365204,114.961761,104.017883,5555724
2020-09-22,115.038239,116.108986,114.273422,115.210327,104.242775,3093859
2020-09-23,115.487572,116.242828,113.221794,113.604210,102.789566,4120612
2020-09-24,112.906311,114.263863,111.357552,112.896751,102.149460,3709325
2020-09-25,112.428299,114.158699,111.797325,113.718925,102.893364,3089570
2020-09-28,115.267685,116.950287,115.114723,116.376671,105.298103,3670623
2020-09-29,116.070747,116.816444,114.923515,115.621414,104.614738,2203504
2020-09-30,116.042068,117.504784,115.487572,116.319313,105.246201,3411111
2020-10-01,116.978966,117.877632,115.066925,115.764816,104.744484,3359438
2020-10-02,113.804970,116.395790,113.594643,115.267685,104.294685,3059759
2020-10-05,116.481834,117.351814,115.726578,116.644356,105.540306,3190823
2020-10-06,117.189293,119.340347,116.242828,116.606117,105.505707,4050426
2020-10-07,117.275337,118.919693,116.940727,118.613770,107.322235,2944908
2020-10-08,125.105164,129.541107,124.063095,125.707458,113.740639,26452189
2020-10-09,126.195030,126.195030,121.988525,122.170174,110.540085,8737970
2020-10-12,122.437859,122.609940,120.879539,121.615677,110.038376,4848315
2020-10-13,121.003822,121.558319,118.986618,119.598473,108.213203,5654781
2020-10-14,119.627151,121.357552,119.627151,120.401527,108.939812,3899593
2020-10-15,118.623329,119.713196,118.403442,119.397705,108.031548,3541024
2020-10-16,119.665390,120.869980,119.177818,120.391968,108.931160,4927078
2020-10-19,121.223709,121.749519,119.579353,120.000000,108.576515,7822720
2020-10-20,114.531548,114.866158,111.701721,112.208412,101.526634,22490151
2020-10-21,111.529640,112.514343,109.741875,110.000000,99.528458,10204044
2020-10-22,109.942642,110.956024,108.011475,110.669212,100.133972,8217167
2020-10-23,111.376671,111.491394,110.449333,110.898659,100.341568,4072496
2020-10-26,109.416824,109.847038,106.921608,107.284897,97.071831,7534756
2020-10-27,107.217972,107.284897,105.191208,105.697899,95.635895,6209161
2020-10-28,103.881454,104.904396,101.261948,101.959846,92.253693,9860956
2020-10-29,102.533463,104.818359,101.864243,104.120461,94.208633,7071169
2020-10-30,103.154877,106.883362,103.011475,106.749519,96.587418,8285889
2020-11-02,107.695984,108.824089,107.313576,107.944550,97.668678,5555829
2020-11-03,108.986618,110.564056,108.632889,109.139580,98.749947,4397698
2020-11-04,107.390060,108.900574,106.271507,106.978966,96.795021,6066905
2020-11-05,108.317398,110.219887,108.040154,109.722755,99.277603,5127701
2020-11-06,110.019119,110.038239,108.403442,109.024857,98.646149,5490663
2020-11-09,112.695984,114.474190,110.200768,110.449333,101.384132,9405841
2020-11-10,111.558319,112.973228,111.137665,112.724663,103.472717,5881449
2020-11-11,112.925430,113.145317,111.108986,112.045891,102.849648,4486922
2020-11-12,110.544930,111.252388,108.489487,109.464630,100.480240,6797117
2020-11-13,110.124283,112.208412,109.952202,111.711281,102.542503,4898000
2020-11-16,113.097511,113.336517,111.969406,113.154877,103.867615,5536896
2020-11-17,112.428299,113.326958,111.921608,112.523903,103.288429,4324687
2020-11-18,112.543022,113.652008,111.615677,111.634796,102.472298,4818713
2020-11-19,111.414917,112.284897,110.793503,112.026772,102.832100,3597822
2020-11-20,112.428299,112.848946,111.558319,111.797325,102.621490,5255418
2020-11-23,112.265778,115.219887,112.112808,114.808792,105.385780,5910318
2020-11-24,115.544930,119.244743,115.497131,118.948372,109.185608,8109115
2020-11-25,117.523903,118.862335,116.739960,118.738052,108.992546,4326151
2020-11-27,118.738052,119.799232,118.460800,118.881454,109.124176,2187395
2020-11-30,118.642448,119.502869,117.676865,118.087952,108.395805,6263448
2020-12-01,118.451241,120.296364,117.667305,117.743790,108.079880,5553319
2020-12-02,117.447418,119.158699,117.026772,119.139580,109.361122,3860472
2020-12-03,118.699806,119.369026,117.868073,118.173996,108.474785,4757417
2020-12-04,118.518166,121.778206,118.202675,121.606117,111.625214,5776849
2020-12-07,120.927345,121.386230,119.091782,119.216064,109.431328,8701151
2020-12-08,119.808792,120.774376,119.158699,120.181641,110.317657,5643170
2020-12-09,120.267685,122.074570,120.172081,121.214149,111.265419,6813121
2020-12-10,120.793503,121.347992,119.445503,119.464630,109.659485,5024147
2020-12-11,118.623329,119.990440,118.173996,118.804970,109.053970,4687544
2020-12-14,119.808792,120.688339,118.040154,118.097511,108.404579,5282300
2020-12-15,118.919693,120.391968,118.011475,120.391968,110.510719,4556585
2020-12-16,120.391968,121.003822,119.780113,120.028679,110.177246,4738485
2020-12-17,120.535370,120.544930,119.416824,120.028679,110.177246,3962248
2020-12-18,120.066925,120.841301,119.474190,120.315491,110.440521,7900229
2020-12-21,118.518166,118.718925,116.367111,117.963669,108.281731,6397022
2020-12-22,117.887192,118.757172,117.026772,118.173996,108.474785,4535561
2020-12-23,118.432121,119.703636,118.298279,118.451241,108.729279,2817819
2020-12-24,119.502869,119.598473,118.747612,119.206497,109.422546,1842111
2020-12-28,119.598473,121.032501,118.986618,119.330788,109.536629,3781499
2020-12-29,119.837479,119.961761,117.820267,118.355644,108.641518,3647402
2020-12-30,118.355644,119.359467,118.193115,118.871895,109.115410,3535794
2020-12-31,118.757172,120.487572,118.537285,120.344170,110.466835,3738822
2021-01-04,120.315491,120.382408,117.629066,118.489487,108.764374,5417443
2021-01-05,119.512428,121.108986,119.130020,120.592735,110.695007,6395872
2021-01-06,121.319313,126.080307,121.147224,123.604210,113.459312,8322708
2021-01-07,124.321220,124.722755,122.619499,123.317398,113.196037,4714740
2021-01-08,122.915871,123.632889,121.395790,122.877632,112.792358,4891305
2021-01-11,122.323135,123.977058,122.045891,122.925430,112.836250,5859587
2021-01-12,123.413002,124.139580,122.313576,123.527725,113.389099,3921663
2021-01-13,123.470360,124.043976,120.898659,121.338432,111.379501,8030874
2021-01-14,122.390060,124.435944,121.940727,123.298279,113.178482,7848347
2021-01-15,122.638626,123.556404,122.055450,122.743790,112.669518,5131153
2021-01-19,123.594643,123.891014,122.456978,123.346077,113.222359,5646308
2021-01-20,123.996178,125.296364,122.906311,124.359467,114.152573,5856240
2021-01-21,124.397705,126.424477,124.330788,125.860420,115.530342,13116003
2021-01-22,115.391968,115.391968,112.198853,113.393883,104.087006,39814421
2021-01-25,113.537285,114.282982,112.284897,113.365204,104.060684,14315974
2021-01-26,113.938812,117.198853,113.212234,117.103249,107.491920,11186656
2021-01-27,116.711281,119.302101,116.271507,117.084129,107.474373,12705239
2021-01-28,117.399620,117.782028,114.789673,114.799232,105.377014,8455969
2021-01-29,114.933075,115.965584,113.671127,113.871895,104.525787,12369473
2021-02-01,114.627151,115.630974,113.508606,115.239006,105.780693,6538023
2021-02-02,114.110901,115.678780,114.034416,114.187378,104.815369,6633627
2021-02-03,113.804970,114.531548,112.925430,113.881454,104.534561,7024308
2021-02-04,114.636711,115.774376,113.642448,115.697899,106.201912,4771957
2021-02-05,115.678780,116.453156,115.219887,116.434036,106.877632,4775722
2021-02-08,117.227531,118.527725,117.017204,118.173996,108.474785,6158848
2021-02-09,116.539200,117.208412,115.726578,116.730400,108.581497,4933982
2021-02-10,117.619499,117.982796,115.879539,116.864243,108.705994,5090673
2021-02-11,116.634796,116.835564,115.325050,115.592735,107.523254,5629154
2021-02-12,115.678780,116.022942,114.808792,115.487572,107.425430,4049275
2021-02-16,114.866158,115.296364,114.110901,114.789673,106.776253,6945231
2021-02-17,114.024857,115.258125,113.785851,114.694077,106.687340,4141219
2021-02-18,115.200768,115.621414,114.435944,115.420647,107.363182,5646413
2021-02-19,115.439774,115.449333,113.173996,113.757172,105.815826,6881320
2021-02-22,113.288719,115.803062,113.231361,115.544930,107.478790,6149643
2021-02-23,115.602295,116.013382,114.531548,115.401527,107.345390,4739740
2021-02-24,115.487572,118.059273,115.219887,117.791588,109.568611,6087720
2021-02-25,117.944550,118.881454,116.959846,117.084129,108.910538,5953623
2021-02-26,116.873802,116.873802,113.652008,113.699806,105.762466,9467346
2021-03-01,115.057358,116.940727,114.588913,115.430206,107.372063,5977367
2021-03-02,115.430206,116.539200,114.971321,115.038239,107.007469,4732418
2021-03-03,115.200768,117.237091,114.703636,116.978966,108.812698,7744898
2021-03-04,116.634796,117.801147,113.537285,114.827919,106.811829,8439651
2021-03-05,115.334610,118.307838,114.961761,117.428299,109.230682,7268968
2021-03-08,117.581261,121.271507,117.476097,119.321220,110.991455,7572203
2021-03-09,119.885277,120.869980,118.699806,118.718925,110.431198,5867014
2021-03-10,119.550667,122.600380,119.130020,122.246651,113.712654,7581199
2021-03-11,122.456978,122.982796,121.204590,121.548759,113.063492,5383657
2021-03-12,121.596558,122.065010,121.042068,121.998085,113.481445,4194565
2021-03-15,122.151054,123.087952,121.931168,122.925430,114.344063,3577948
2021-03-16,122.638626,122.868073,121.739960,122.600380,114.041702,4867247
2021-03-17,122.810707,123.795410,121.883362,123.355644,114.744240,4488804
2021-03-18,123.269600,125.239006,122.170174,124.340347,115.660202,6104142
2021-03-19,124.302101,124.703636,122.877632,123.231361,114.628639,10297870
2021-03-22,122.848946,124.971321,122.265778,124.808792,116.095940,4356485
2021-03-23,124.703636,125.774376,124.091782,124.722755,116.015915,4556794
2021-03-24,125.191208,126.300194,124.827919,124.875717,116.158203,4189230
2021-03-25,124.598473,127.380501,124.063095,127.217972,118.336945,5809484
2021-03-26,127.428299,130.478012,127.265778,130.382416,121.280472,5823710
2021-03-29,130.000000,131.042068,129.550674,129.885284,120.818047,4835344
2021-03-30,129.885284,130.277252,128.126190,128.795410,119.804253,5010758
2021-03-31,128.623322,128.785858,126.873802,127.399620,118.505898,5172575
2021-04-01,127.877632,128.040146,126.453156,127.370934,118.479225,4261404
2021-04-05,127.762909,130.678772,127.533463,129.952194,120.880280,5722980
2021-04-06,129.617584,129.674957,128.193115,128.317398,119.359619,3787566
2021-04-07,127.954109,129.005737,127.896751,128.996170,119.990997,3112896
2021-04-08,128.652008,129.665390,128.260040,129.177826,120.159981,4275211
2021-04-09,128.938812,129.770554,128.785858,129.761002,120.702431,3162999
2021-04-12,129.082214,129.416824,127.963669,128.671127,119.688652,3926684
2021-04-13,127.151054,127.743790,124.646271,125.411087,116.656189,8403041
